Nombre común |Nombre Ingles |Nombre científico |Clase|Orden |Familia|Golfo de México|Mar Caribe|Pacífico |Fuera del país |Grupo |Nacional/Importado |Objetivo |incidental |Deportiva |Fomento |Cultivada|Cartel |Tríptico |Tallas de captura (cm)|Tipo de captura (Selectiva, No selectiva |Tipo de arte de pesca|Lista roja IUCN|CITES|NOM-059-SEMARNAT-2010|Tipo de Veda|Veda|Generalidades |Distribución |Cultivada / capturada|Comercio|País de importación |Carta Nacional Pesquera (2012) Pacífico zona 1|Carta Nacional Pesquera (2012) Pacífico zona 2|Carta Nacional Pesquera (2012) Pacífico zona 3 |Carta Nacional Pesquera (2012) Golfo Mex y Caribe zona 1 |Carta Nacional Pesquera (2012) Golfo Mex y Caribe zona 2 |Carta Nacional Pesquera (2012) Golfo Mex y Caribe zona 3 |Estado según Arreguín et al. Litoral Oriental del Golfo de California |Estado según Arreguín et al. Litoral centro del Pacífico mexicano|Estado según Arreguín et al. Golfo de Tehuantepec |Estado según Arreguín et al. De Tamaulipas a Tabasco|Estado según Arreguín et al.  Banco de Campeche
Berrugata californiana|California Corbina|Menticirrhus undulatus|Actinopterygii|Perciformes|Sciaenidae|0|0|1|0|Berrugatas|Nacional|1|0|0|0|0|Cartel |Tríptico  |32-71|No selectiva|Redes de arrastre, red agallera para escama de fondo, red agallera para esteros y línea de costa.||||||Especie marina. Vive en la zona costera preferentemente con fondos arenosos. Se alimenta de cangrejos, otros pequeños crustáceos y gusanos poliquetos.|Se distribuye en el Pacífico Oriental, desde California hasta Perú.|Capturada|Se utiliza la carne. ||Máximo aprovechamiento sustentable|Máximo aprovechamiento sustentable|Máximo aprovechamiento sustentable||||máximo aprovechamiento|máximo aprovechamiento|máximo aprovechamiento||
Berrugata aleta amarilla|Yellowfin Croaker|Umbrina roncador|Actinopterygii|Perciformes|Sciaenidae|0|0|1|0|Berrugatas|Nacional|1|0|0|0|0|Cartel |Tríptico  |35-65|No selectiva|Chinchorro playero, red agallera, red de cerco. ||||||Especie marina. Vive en zonas de baja profundidad principalmente fondos arenosos. Se alimenta de peces, crustáceos, poliquetos y moluscos. |Se distribuye en el Pacífico Oriental, desde el Sur de California hasta el Golfo de California.|Capturada|Se utiliza la carne. ||Máximo aprovechamiento sustentable|Sin datos|Sin datos||||máximo aprovechamiento|máximo aprovechamiento|máximo aprovechamiento||
Berrugata roncadora||Umbrina xanti|Peces óseos|Perciformes|Sciaenidae|0|0|1|0|Berrugata||1|0|0|0|0||||||||||||||||||||||máximo aprovechamiento|máximo aprovechamiento|máximo aprovechamiento||
Corvina blanca|White Seabass|Atractoscion nobilis|Actinopterygii|Perciformes|Sciaenidae|0|0|1|0|Corvinas |Nacional|1|0|0|0|0|Cartel |Tríptico  |80-160|No selectiva|Línea de mano para peces pelágicos y demersales. ||||||Especie marina que vive asociada a fondos rocosos y a bosques de macroalgas. Se alimenta de peces y cefalópodos. |Se distribuye en el Pacífico Oriental, desde Alaska hasta el Golfo de California.|Capturada|Se utiliza la carne. ||Máximo aprovechamiento sustentable|Sin datos|Sin datos||||sobre pesca|sobre pesca|sobre pesca||
Corvineta armada||Bairdiella armata|Peces óseos|Perciformes|Sciaenidae|0|0|1|0|Corvinas ||1|0|0|0|0||||||||||||||||||||||sobre pesca|sobre pesca|sobre pesca||
Corvineta ronco ||Bairdiella icistia|Peces óseos|Perciformes|Sciaenidae|0|0|1|0|Corvinas ||1|0|0|0|0||||||||||||||||||||||sobre pesca|sobre pesca|sobre pesca||
Corvina chiapaneca||Cynoscion albus|Peces óseos|Perciformes|Sciaenidae|0|0|1|0|Corvinas ||1|0|0|0|0||||||||||||||||||||||sobre pesca|sobre pesca|sobre pesca||
Corvina pinta|Spotted Seatrout|Cynoscion nebulosus|Actinopterygii|Perciformes|Sciaenidae|1|0|0|0|Corvinas |Nacional|0|1|0|0|0|Cartel |Tríptico  |35-100|No selectiva|Chinchorro playero, red agallera para escama pelágica.||||||Especie marina que vive en estuarios y bocas de ríos, en aguas poco profundas y costeras con fondos de arena y praderas de pastos marinos. Se alimenta de crustáceos y peces. |Se distribuye en el Atlántico occidental, desde Nueva York hasta el Golfo de México.|Capturada|Se utiliza la carne. |||||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Desconocida|||||
Corvina golfina|Gulf Corvina|Cynoscion othonopterus|Actinopterygii|Perciformes|Sciaenidae|0|0|1|0|Corvinas |Nacional|1|0|0|0|0|Cartel |Tríptico  |65-90|Selectiva|Línea de mano para peces pelágicos y demersales. |Vulnerable|||Temporal fija|  1 de mayo al 31 de agosto |Especie marina que vive cerca de la costa. Los juveniles y los adultos apunto de desovar se encuentran cerca de los ríos.|Especie endémica del Golfo de California.|Capturada|Se utiliza la carne. ||Máximo aprovechamiento sustentable|Sin datos|Sin datos||||sobre pesca|sobre pesca|sobre pesca||
Corvina azul||Cynoscion parvipinnis|Peces óseos|Perciformes|Sciaenidae|0|0|1|0|Corvinas ||1|0|0|0|0||||||||||||||||||||||sobre pesca|sobre pesca|sobre pesca||
Corvina rayada|Striped Corvina|Cynoscion reticulatus|Actinopterygii|Perciformes|Sciaenidae|0|0|1|0|Corvinas |Nacional|1|0|0|0|0|Cartel |Tríptico  |36-90|No selectiva|Red agallera para escama pelágica, red agallera para escama de fondo, red agallera para esteros y línea de costa.||||||Especie marina que vive en zonas costeras y particularmente en estuarios con concentraciones altamente salinas. Se alimenta de peces, camarones y otros crustáceos. |Se distribuye en el Pacífico Oriental, desde el Golfo de California hasta Perú.|Capturada|Se utiliza la carne. ||Máximo aprovechamiento sustentable|Máximo aprovechamiento sustentable|Máximo aprovechamiento sustentable||||sobre pesca|sobre pesca|sobre pesca||
Corvina boca anaranjada|Orangemouth Corvina|Cynoscion xanthulus|Actinopterygii|Perciformes|Sciaenidae|0|0|1|0|Corvinas |Nacional|1|0|0|0|0|Cartel |Tríptico  |40-130|No selectiva|Red agallera para escama pelágica, red agallera para escama de fondo, red agallera para esteros y línea de costa.||||||Especie marina que vive en zonas costeras y lagunas marinas a profundidades de 50 metros preferentemente con fondos fangosos y arenosos. Se alimenta peces y crustáceos. |Se distribuye en el Pacífico Oriental, desde Baja California Sur, Golfo de California, hasta Chiapas.|Capturada|Se utiliza la carne. ||Máximo aprovechamiento sustentable|Máximo aprovechamiento sustentable|Máximo aprovechamiento sustentable||||sobre pesca|sobre pesca|sobre pesca||
Corvina||Sciaenops ocellatus|Peces óseos|Perciformes|Sciaenidae|1|0|0|0|Corvinas ||0|1|0|0|0||||||||||||||||||||||||||
Boquinete chato|Silver Drum|Larimus argenteus|Peces óseos|Perciformes|Sciaenidae|0|0|1|0|Corvinas ||0|1|0|0|0||||||||||||||||||||||sobre pesca|sobre pesca|sobre pesca||
Postá||Bairdiella chrysoura|Peces óseos|Perciformes|Sciaenidae|1|0|0|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Ronco rayado||Bairdiella ronchus|Peces óseos|Perciformes|Sciaenidae|1|1|0|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Trucha blanca ||Cynoscion arenarius|Peces óseos|Perciformes|Sciaenidae|1|0|0|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Trucha blanca ||Cynoscion nothus|Peces óseos|Perciformes|Sciaenidae|1|1|0|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Ronco listado||Larimus fasciatus|Peces óseos|Perciformes|Sciaenidae|1|0|0|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Croca||Leiostomus xanthurus|Peces óseos|Perciformes|Sciaenidae|1|1|0|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Chano sureño ||Micropogonias altipinnis|Peces óseos|Perciformes|Sciaenidae|0|0|1|0|Otros||1|0|0|0|0||||||||||||||||||||||||||
Chano norteño ||Micropogonias megalops|Peces óseos|Perciformes|Sciaenidae|0|0|1|0|Otros||1|0|0|0|0||||||||||||||||||||||||||
Gurrubata||Micropogonias undulatus|Peces óseos|Perciformes|Sciaenidae|1|0|0|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Corvineta bizca||Ophioscion strabo|Peces óseos|Perciformes|Sciaenidae|0|0|1|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Tambor||Pogonias cromis|Peces óseos|Perciformes|Sciaenidae|1|0|0|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Corvina enana||Cynoscion nannus|Peces óseos|Perciformes|Sciaenidae|0|0|1|0|||0|1|0|0|0||||||||||||||||||||||||||
Ratón del Golfo||Menticirrhus americanus|Peces óseos|Perciformes|Sciaenidae|1|1|0|0|||0|1|0|0|0||||||||||||||||||||||||||
Berrugato fino||Menticirrhus elongatus |Peces óseos|Perciformes|Sciaenidae|0|0|1|0|||0|1|0|1|0||||||||||||||||||||||||||
Ratón||Menticirrhus littoralis|Peces óseos|Perciformes|Sciaenidae|1|1|0|0|||0|1|0|0|0||||||||||||||||||||||||||
Berugato||Menticirrhus saxatilis|Peces óseos|Perciformes|Sciaenidae|1|1|0|0|||0|1|0|0|0||||||||||||||||||||||||||
Totoaba|Totoaba|Totoaba macdonaldi |Peces óseos|Perciformes|Sciaenidae|0|0|1|0|||0|1|0|0|0||||||En peligro crítico|Apéndice I|En peligro crítico|Permanente|Todo el año||||||||||||Sin datos||||
Bonito del Pacífico Oriental ||Sarda chiliensis|Peces óseos|Perciformes|Scombridae|0|0|1|0|Atunes||0|1|0|0|0||||||||||||||||||||||máximo aprovechamiento|máximo aprovechamiento|colapso||
Atún aleta amarilla|Yellowfin Tuna|Thunnus albacares|Actinopterygii|Perciformes|Scombridae|1|1|1|1|Atunes|Nacional e importado|1|0|0|0|0|Cartel |Tríptico  |78-239|Selectiva|Red de cerco regulada por la Norma Oficial Mexicana PROY- NOM-001-SAG/PESC-2013),  pesca con vara, palangre para atún y línea de mano. |Casi amenazada|||Temporal fija|Actualmente no está establecida una veda.|Especie marina de hábitos oceánicos. Se alimenta de peces, crustáceos y calamares.|Se distribute en todo el Atlántico y Pacífico.|Capturada|Se utiliza la carne. |||||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Desconocida|Sobre pesca |máximo aprovechamiento|máximo aprovechamiento||
Patudo|Bigeye Tuna|Thunnus obesus|Actinopterygii|Perciformes|Scombridae|0|0|1|0|Atunes|Nacional e importado|1|0|0|0|0|||130-200|Selectiva|Red de cerco regulada por la Norma Oficial Mexicana PROY- NOM-001-SAG/PESC-2013),  pesca con vara, palangre para atún y línea de mano. |Vulnerable|||Temporal fija|Actualmente no está establecida una veda.|Especie marina de hábitos pelágicos y oceánicos. Se alimenta de peces y crustáceos.|Se distribuye casi en todos los mares.|Capturada|Fresco, congelado. ||||||||||||
Atún aleta azul |Bluefin Tuna|Thunnus orientalis |Actinopterygii|Perciformes|Scombridae|0|0|1|0|Atunes|Nacional|1|0|0|0|0|Cartel |Tríptico  |97-300|Selectiva|Red de cerco regulada por la Norma Oficial Mexicana PROY- NOM-001-SAG/PESC-2013),  pesca con vara, palangre para atún y línea de mano. ||||Temporal fija|Actualmente no está establecida una veda.|Especie marina pelágica y oceánica. Se alimenta de peces, crustáceos y cefalópodos. |Se distribuye en el Pacífico Oriental y parte de Indo Pacífico, costas de Japón, Indonesia, Canadá, Estados Unidos, Baja California y Baja California Sur. |Capturada|Se utiliza la carne. ||Máximo aprovechamiento sustentable|Desconocida|||||Sobre pesca |máximo aprovechamiento|máximo aprovechamiento||
Atún aleta azul |Bluefin Tuna|Thunnus thynnus |Actinopterygii|Perciformes|Scombridae|1|1|1|0|Atunes|Nacional e importado|0|1|0|0|0|||150-300|Selectiva|Red de cerco regulada por la Norma Oficial Mexicana PROY- NOM-001-SAG/PESC-2013),  pesca con vara, palangre para atún y línea de mano. |En peligro|||Temporal fija|Actualmente no está establecida una veda.|Especie marina pelágica y oceánica. Se alimenta de peces, crustáceos y cefalópodos. |Se distribute en todo el Atlántico y Pacífico.|Capturada|Fresco, congelado. ||Máximo aprovechamiento sustentable||||||Sobre pesca |máximo aprovechamiento|máximo aprovechamiento||
Barrilete negro|Black Skipjack|Euthynnus lineatus|Actinopterygii|Perciformes|Scombridae|0|0|1|0|Barriletes|Nacional|1|1|0|0|0|Cartel |Tríptico  |60-84|Selectiva|Red de cerco regulada por la Norma Oficial Mexicana PROY- NOM-001-SAG/PESC-2013),  pesca con vara, palangre para atún y línea de mano. ||||||Especie marina de hábitos pelágicos y oceánicos. Se alimenta principalmente de peces.|Se distribuye en el Pacífico Oriental, desde California a Perú.|Capturada|Se utiliza la carne. ||Con potencial de desarrollo|Con potencial de desarrollo|Con potencial de desarrollo||||máximo aprovechamiento|colapso|sobre pesca||
Barrilete listado|Skipjack Tuna|Katsuwonus pelamis|Actinopterygii|Perciformes|Scombridae|0|0|1|1|Barriletes|Nacional e importado|1|1|0|0|0|Cartel |Tríptico  |80-110|Selectiva|Red de cerco regulada por la Norma Oficial Mexicana PROY- NOM-001-SAG/PESC-2013),  pesca con vara, palangre para atún y línea de mano. ||||Temporal fija|Actualmente no está establecida una veda.|Especie marina de hábitos pelágicos y oceánicos. Se alimenta de peces y crustáceos.|Se distribuye casi en todos los mares.|Capturada|Fresco, congelado. ||Desconocida|Desconocida|Desconocida||||máximo aprovechamiento|colapso|sobre pesca||
Bonito ||Euthynnus alleteratus|Peces óseos|Perciformes|Scombridae|1|1|0|0|Bonitos||0|1|0|0|0||||||||||||||||||||||||||
Macarela azul |Blue Mackerel |Scomber australasicus|Actinopterygii|Perciformes|Scombridae|0|0|0|1|Peces importados |Importado |0|0|0|0|0|||30-50|No Selectiva|Curricán, Redes de enmalle, trampas, redes de playa y redes de arrastre pelágico. ||||||Especie marina pelágica y oceánica. Se alimenta de peces, crustáceos y cefalópodos. |Se distribuye en el Indo Pacífico. |Capturada|Congelado. |Estados Unidos, Canada.|||||||||||
Estornido|Chub Mackerel|Scomber japonicus|Actinopterygii|Perciformes|Scombridae|0|0|0|1|Barriletes|Nacional e importado|0|0|0|0|0|||30-50|No Selectiva|Curricán, Redes de enmalle, trampas, redes de playa y redes de arrastre pelágico. ||||||Especie marina pelágica y oceánica. Se alimenta de peces, crustáceos y cefalópodos. |Se distribuye casi en todos los mares.|Capturada|Congelado. |Estados Unidos, Canada.|||||||sobre pesca|Sin datos|Sin datos||
Caballa del Atlántico|Atlantic Mackerel|Scomber scombrus|Actinopterygii|Perciformes|Scombridae|0|0|0|1|Peces importados |Importado |0|0|0|0|0|||30-50|No Selectiva|Curricán, Redes de enmalle, trampas, redes de playa y redes de arrastre pelágico. ||||||Especie marina pelágica y oceánica. Se alimenta de peces, crustáceos y cefalópodos. |Se distribuye en el Atlántico Norte. |Capturada|Congelado. |Estados Unidos, Canada.|||||||||||
Macarela ||Scomber japonicus|Peces óseos|Perciformes|Scombridae|1|1|1|0|Macarela||1|1|0|0|0||||||||||||||||||||||||||
Melvera|Bullet Mackerel|Auxis rochei rochei|Actinopterygii|Perciformes|Scombridae|0|0|1|0|Bonitos|Nacional|0|1|0|0|0|Cartel |Tríptico  |15-50|No selectiva|Red agallera para escama de fondo, red agallera para esteros y línea de costa.||||||Especie marina pelágica y oceánica. Se alimenta de peces, crustáceos y cefalópodos. |Se distribuye casi en todos los mares.|Capturada|Se utiliza la carne. ||Desconocida|Desconocida|Desconocida||||máximo aprovechamiento|máximo aprovechamiento|colapso||
Melva ||Auxis thazard rochei|Peces óseos|Perciformes|Scombridae|0|0|1|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Bonito del Atlántico||Sarda sarda|Peces óseos|Perciformes|Scombridae|1|1|0|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Peto/ Carito|King Mackerel|Scomberomorus cavalla|Actinopterygii|Perciformes|Scombridae|1|1|0|0|Petos|Nacional|1|0|0|0|0|Cartel |Tríptico  |50-150|Selectiva|Palangre para atún.||||||Especie marina asociada a zonas arrecifales. Se alimenta de peces, crustáceos y moluscos.|Se distribuye en el Atlántico occidental, desde Massachusetts, hasta Brasil.|Capturada|Se utiliza la carne. |||||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|||||
Sierra del Golfo de Cortés|Gulf Sierra|Scomberomorus concolor|Actinopterygii|Perciformes|Scombridae|0|0|1|0|Sierras|Nacional|1|0|0|0|0|Cartel |Tríptico  |27-77|No selectiva|Red agallera para escama de fondo, red agallera para esteros y línea de costa.|Vulnerable|||||Especie marina de hábitos pelágicos. Vive en la columna de agua. Se alimenta de peces y crustáceos de tamaño pequeño.|Tiene una distribución muy restringida en el Pacífico Oriental, costas de California y dentro del Golfo de California. |Capturada|Se utiliza la carne. ||Máximo aprovechamiento permisible|Desconocida|Desconocida||||||||
Sierra común|Spanish Mackerel|Scomberomorus maculatus|Actinopterygii|Perciformes|Scombridae|1|1|0|0|Sierras|Nacional|1|1|0|0|0|Cartel |Tríptico  |25-90|No selectiva|Red agallera para escama pelágica.||||||Especie marina de aguas poco profundas. Se alimenta de peces pequeños y en pocas cantidades de pequeños crustáceos y cefalópodos.|Se distribuye en el Atlántico occidental, desde Canadá hasta el Caribe.|Capturada|Se utiliza la carne. |||||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|||||
Sierra del Pacífico |Pacific Sierra|Scomberomorus sierra|Actinopterygii|Perciformes|Scombridae|0|0|1|0|Sierras|Nacional|1|0|0|0|0|Cartel |Tríptico  |26-100|No selectiva|Red agallera para escama de fondo, red agallera para esteros y línea de costa.||||||Especie marina de hábitos costeros y pelágicos. Vive en la columna de agua. Se alimenta de peces.|Se distribuye en el Pacífico Oriental, desde California a Perú.|Capturada|Se utiliza la carne. ||Máximo aprovechamiento permisible|Con potencial de desarrollo|Con potencial de desarrollo||||||||
Peto||Acanthocybium solandri|Peces óseos|Perciformes|Scombridae|0|0|1|0|||0|1|0|0|0||||||||||||||||||||||||||
Barrilete de diente||Sarda orientalis |Peces óseos|Perciformes|Scombridae|0|0|1|0|||0|1|0|0|0||||||||||||||||||||||||||
Sierra||Scomberomorus regalis|Peces óseos|Perciformes|Scombridae|1|1|0|0|||1|0|0|0|0||||||||||||||||||||||||||
Albacora|Albacore|Thunnus alalunga|Actinopterygii|Perciformes|Scombridae|0|0|1|0|Atunes|Nacional e importado|1|0|0|0|0|||55-120|Selectiva|Red de cerco regulada por la Norma Oficial Mexicana PROY- NOM-001-SAG/PESC-2013),  pesca con vara, palangre para atún y línea de mano. |Casi amenazada|||||Especie marina pelágica y oceánica. Se alimenta de peces, crustáceos y cefalópodos. |Se distribuye casi en todos los mares.|Capturada|Congelado. ||Desconocida|Desconocida|Desconocida||||Sobre pesca |máximo aprovechamiento|máximo aprovechamiento||
Atún aleta negra||Thunnus atlanticus|Peces óseos|Perciformes|Scombridae|1|1|0|0|||0|1|0|0|0||||||||||||||||||||||||||
Lapón californiano||Scorpaena guttata|Peces óseos|Scorpaeniformes |Scorpaenidae|0|0|1|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Lapón||Scorpaena mystes|Peces óseos|Scorpaeniformes |Scorpaenidae|0|0|1|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Lapón ||Scorpaena plumieri|Peces óseos|Scorpaeniformes |Scorpaenidae|0|0|1|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Rascacio||Neomerinthe hemingwayi|Peces óseos|Perciformes|Scorpaenidae|1|1|0|0|||1|0|0|0|0||||||||||||||||||||||||||
Lopón lomo manchado||Pontinus vaughani|Peces óseos|Scorpaeniformes |Scorpaenidae|0|0|1|0|||1|0|0|0|0||||||||||||||||||||||||||
Rocote sapo||Scorpaena russula|Peces óseos|Scorpaeniformes |Scorpaenidae|0|0|1|0|||0|1|0|0|0||||||||||||||||||||||||||
Loponcito arcoiris||Scorpaenodes xyris |Peces óseos|Scorpaeniformes |Scorpaenidae|0|0|1|0|||0|1|0|0|0||||||||||||||||||||||||||
Rocote sargacero||Sebastes atrovirens|Peces óseos|Scorpaeniformes |Sebastidae|0|0|1|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Rocote bocaccio||Sebastes paucispinis|Peces óseos|Scorpaeniformes |Sebastidae|0|0|1|0|Otros||0|1|0|0|0||||||||||||||||||||||||||
Rocote cobrizo||Sebastes caurinus|Peces óseos|Scorpaeniformes |Sebastidae|0|0|1|0|||1|0|0|0|0||||||||||||||||||||||||||
Rocote verde||Sebastes chlorostictus|Peces óseos|Scorpaeniformes |Sebastidae|0|0|1|0|||1|0|0|0|0||||||||||||||||||||||||||
Rocote mulato||Sebastes chrysomelas|Peces óseos|Scorpaeniformes |Sebastidae|0|0|1|0|||1|0|0|0|0||||||||||||||||||||||||||
Rocote estrellado||Sebastes constellatus|Peces óseos|Scorpaeniformes |Sebastidae|0|0|1|0|||1|0|0|0|0||||||||||||||||||||||||||
Rocote reyna||Sebastes elongatus|Peces óseos|Scorpaeniformes |Sebastidae|0|0|1|0|||1|0|0|0|0||||||||||||||||||||||||||
Rocote espada||Sebastes ensifer|Peces óseos|Scorpaeniformes |Sebastidae|0|0|1|0|||1|0|0|0|0||||||||||||||||||||||||||
Rocote viuda||Sebastes entomelas|Peces óseos|Scorpaeniformes |Sebastidae|0|0|1|0|||1|0|0|0|0||||||||||||||||||||||||||
Rocote pimiento||Sebastes goodei|Peces óseos|Scorpaeniformes |Sebastidae|0|0|1|0|||1|0|0|0|0||||||||||||||||||||||||||
Rocote a cuadros ||Sebastes hopkinsi|Peces óseos|Scorpaeniformes |Sebastidae|0|0|1|0|||1|0|0|0|0||||||||||||||||||||||||||
Rocote vaquilla||Sebastes levis |Peces óseos|Scorpaeniformes |Sebastidae|0|0|1|0|||1|0|0|0|0||||||||||||||||||||||||||
Rocote mexicano||Sebastes macdonaldi|Peces óseos|Scorpaeniformes |Sebastidae|0|0|1|0|||1|0|0|0|0||||||||||||||||||||||||||
Rocote negro||Sebastes melanops|Peces óseos|Scorpaeniformes |Sebastidae|0|0|1|0|||1|0|0|0|0||||||||||||||||||||||||||
Rocote semáforo||Sebastes melanosema|Peces óseos|Scorpaeniformes |Sebastidae|0|0|1|0|||1|0|0|0|0||||||||||||||||||||||||||
Rocote agalla negra||Sebastes melanostomus|Peces óseos|Scorpaeniformes |Sebastidae|0|0|1|0|||1|0|0|0|0||||||||||||||||||||||||||
Rocote bermejo||Sebastes miniatus|Peces óseos|Scorpaeniformes |Sebastidae|0|0|1|0|||1|0|0|0|0||||||||||||||||||||||||||
Rocote azul||Sebastes mystinus|Peces óseos|Scorpaeniformes |Sebastidae|0|0|1|0|||1|0|0|0|0||||||||||||||||||||||||||
Rocote olivo||Sebastes rastrelliger|Peces óseos|Scorpaeniformes |Sebastidae|0|0|1|0|||1|0|0|0|0||||||||||||||||||||||||||
Rocote rosado||Sebastes rosaceus|Peces óseos|Scorpaeniformes |Sebastidae|0|0|1|0|||1|0|0|0|0||||||||||||||||||||||||||
Rocote motas verdes||Sebastes rosenblatti|Peces óseos|Scorpaeniformes |Sebastidae|0|0|1|0|||0|1|0|0|0||||||||||||||||||||||||||
Rocote bandera||Sebastes rubrivinctus|Peces óseos|Scorpaeniformes |Sebastidae|0|0|1|0|||1|0|0|0|0||||||||||||||||||||||||||
Rocote rojo||Sebastes rufus|Peces óseos|Scorpaeniformes |Sebastidae|0|0|1|0|||1|0|0|0|0||||||||||||||||||||||||||
Rocote inspector||Sebastes semicinctus|Peces óseos|Scorpaeniformes |Sebastidae|0|0|1|0|||0|1|0|0|0||||||||||||||||||||||||||
Rocote falsa cabrilla||Sebastes serranoides |Peces óseos|Scorpaeniformes |Sebastidae|0|0|1|0|||0|1|0|0|0||||||||||||||||||||||||||
Rocote presidiario||Sebastes serriceps |Peces óseos|Scorpaeniformes |Sebastidae|0|0|1|0|||0|1|0|0|0||||||||||||||||||||||||||
Rocote rosa ||Sebastes simulator|Peces óseos|Scorpaeniformes |Sebastidae|0|0|1|0|||0|1|0|0|0||||||||||||||||||||||||||
Rocote panal||Sebastes umbrosus|Peces óseos|Scorpaeniformes |Sebastidae|0|0|1|0|||0|1|0|0|0||||||||||||||||||||||||||
Cabrilla cueruda||Dermatolepis dermatolepis|Peces óseos|Perciformes|Serranidae|0|0|1|0|Baqueta||0|1|0|0|0||||||||||||||||||||||sobre pesca|colapso|sobre pesca||
Baya||Mycteroperca jordani|Peces óseos|Perciformes|Serranidae|0|0|1|0|Baqueta||0|1|0|0|0||||||En peligro||||||||||||||||Sin datos|Sin datos|Sin datos||
Cabrilla roja||Cephalopholis fulva|Peces óseos|Perciformes|Serranidae|1|1|0|0|Cabrillas||1|0|0|0|0|||||||||Temporal fija| (Golfo de México y Caribe) del 15 febrero al 15 de marzo.||||||||||||||||
Cabrilla payaso|Rock Hind|Epinephelus adscensionis|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Cabrillas|Nacional|1|0|0|0|0|Cartel |Tríptico  |25-60|Selectiva|Línea de mano para peces pelágicos y demersales, palangre para mero.||||Temporal fija| (Golfo de México y Caribe) del 15 febrero al 15 de marzo.|Especie marina que vive a una profundad  de 1 a 120 metros, se encuentra en zonas rocosas y arrecifales. Se alimenta de crustáceos y peces. |Se distribuye en el Atlántico occidental, desde Massachusetts hasta Brasil. |Capturada|Se utiliza la carne. |||||Deterioro |Deterioro |Deterioro |||||
Cabilla pinta ||Epinephelus analogus|Peces óseos|Perciformes|Serranidae|0|0|1|0|Cabrillas||1|0|0|0|0||||||||||||||||||||||sobre pesca|colapso|sobre pesca||
Cabrilla piedrera||Epinephelus labriformis|Peces óseos|Perciformes|Serranidae|0|0|1|0|Cabrillas||0|1|0|0|0||||||||||||||||||||||sobre pesca|colapso|sobre pesca||
Cabrilla||Mycteroperca phenax|Peces óseos|Perciformes|Serranidae|1|1|0|0|Cabrillas||1|0|0|0|0|||||||||Temporal fija| (Golfo de México y Caribe) del 15 febrero al 15 de marzo.||||||||||||||||
Cabrilla sardinera||Mycteroperca rosacea|Peces óseos|Perciformes|Serranidae|0|0|1|0|Cabrillas||0|1|0|0|0||||||Vulnerable||||||||||||||||sobre pesca|colapso|sobre pesca||
Cabrilla plomuda|Broomtail Grouper|Mycteroperca xenarcha|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Cabrillas|Nacional|0|1|0|0|0|Cartel |Tríptico  |42-150|Selectiva|Línea de mano para peces pelágicos y demersales. ||||||Especie marina de hábitos costeros. Vive en zonas de manglar, estuarios y fondos rocosos. Se alimenta de peces y crustáceos.|Se distribuye en el Pacífico Oriental, desde California a Perú. |Capturada|Se utiliza la carne. ||Sin datos|Máximo aprovechamiento permisible|Sin datos||||Sin datos|sin dartos|Sin datos||
Cabrilla chiruda|Sawtail Grouper|Mycteroperca prionura|Peces óseos|Perciformes|Serranidae|0|0|1|0|Garropas||0|1|0|0|0||||||Casi amenazada||||||||||||||||Sin datos|sin dartos|Sin datos||
Cabrilla extranjera|Goldspotted Sand Bass|Paralabrax auroguttatus|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Cabrillas|Nacional|1|0|0|0|0|Cartel |Tríptico  |50-70|No selectiva|Red agallera para escama pelágica, red agallera para escama de fondo, red agallera para esteros y línea de costa.||||||Especie marina de hábitos costeros. Vive en arrecifes rocosos. Se alimenta de peces y crustáceos.|Se distribuye en el Pacífico Oriental, desde Baja California a Nayarit.|Capturada|Se utiliza la carne. ||Máximo aprovechamiento permisible|Sin datos|Sin datos||||sobre pesca|colapso|sobre pesca||
Cabrilla sargacera||Paralabrax clarhratus|Peces óseos|Perciformes|Serranidae|0|0|1|0|Cabrillas||1|0|0|0|0||||||||||||||||||||||sobre pesca|colapso|sobre pesca||
