Nombre común|Nombre Ingles|Nombre científico|Clase|Orden|Familia|Golfo de México|Mar Caribe|Pacífico|Fuera del país|Grupo|Nacional/Importado|Objetivo|incidental|Deportiva|Fomento|Cultivada|Cartel|Tríptico|Tallas de captura (cm)|Tipo de captura (Selectiva, No selectiva|Tipo de arte de pesca|Lista roja IUCN|CITES|NOM-059-SEMARNAT-2010|Tipo de Veda|Veda|Generalidades|Distribución|Cultivada / capturada|Comercio|País de importación|Carta Nacional Pesquera (2012) Pacífico zona 1|Carta Nacional Pesquera (2012) Pacífico zona 2|Carta Nacional Pesquera (2012) Pacífico zona 3|Carta Nacional Pesquera (2012) Golfo Mex y Caribe zona 1|Carta Nacional Pesquera (2012) Golfo Mex y Caribe zona 2|Carta Nacional Pesquera (2012) Golfo Mex y Caribe zona 3|Estado según Arreguín et al. Litoral Oriental del Golfo de California|Estado según Arreguín et al. Litoral centro del Pacífico mexicano|Estado según Arreguín et al. Golfo de Tehuantepec|Estado según Arreguín et al. De Tamaulipas a Tabasco|Estado según Arreguín et al.  Banco de Campeche|Imagen
Rocote presidiario||Sebastes serriceps|Actinopterygii|Scorpaeniformes|Sebastidae|0|0|1|0|||0|1|0|0|0|3||||||||||||||||||||||||||
Rocote rosa||Sebastes simulator|Actinopterygii|Scorpaeniformes|Sebastidae|0|0|1|0|||0|1|0|0|0|3||||||||||||||||||||||||||
Rocote panal||Sebastes umbrosus|Actinopterygii|Scorpaeniformes|Sebastidae|0|0|1|0|||0|1|0|0|0|3||||||||||||||||||||||||||
Cabrilla cueruda||Dermatolepis dermatolepis|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Baqueta||0|1|0|0|0|3|||||||||||||||||||||sobre pesca|colapso|sobre pesca|||
Baya||Mycteroperca jordani|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Baqueta||0|1|0|0|0|3|||||En peligro||||||||||||||||sin datos|sin datos|sin datos|||
Cabrilla roja||Cephalopholis fulva|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Cabrillas||1|0|0|0|0|3||||||||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.|||||||||||||||||
Cabrilla payaso|Rock Hind|Epinephelus adscensionis|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Cabrillas|Nacional|1|0|0|0|0|1|Tríptico|25-60|Selectiva|Línea de mano para peces pelágicos y demersales, palangre para mero.||||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.|Especie marina que vive a una profundad  de 1 a 120 metros, se encuentra en zonas rocosas y arrecifales. Se alimenta de crustáceos y peces.|Se distribuye en el Atlántico occidental, desde Massachusetts hasta Brasil.|Capturada|Se utiliza la carne.|||||Deterioro|Deterioro|Deterioro||||||EpinephelusAdscensionis.png
Cabilla pinta||Epinephelus analogus|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Cabrillas||1|0|0|0|0|3|||||||||||||||||||||sobre pesca|colapso|sobre pesca|||
Cabrilla piedrera||Epinephelus labriformis|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Cabrillas||0|1|0|0|0|3|||||||||||||||||||||sobre pesca|colapso|sobre pesca|||
Cabrilla||Mycteroperca phenax|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Cabrillas||1|0|0|0|0|3||||||||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.|||||||||||||||||
Cabrilla sardinera||Mycteroperca rosacea|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Cabrillas||0|1|0|0|0|3|||||Vulnerable||||||||||||||||sobre pesca|colapso|sobre pesca|||
Cabrilla plomuda|Broomtail Grouper|Mycteroperca xenarcha|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Cabrillas|Nacional|0|1|0|0|0|1|Tríptico|42-150|Selectiva|Línea de mano para peces pelágicos y demersales.||||||Especie marina de hábitos costeros. Vive en zonas de manglar, estuarios y fondos rocosos. Se alimenta de peces y crustáceos.|Se distribuye en el Pacífico Oriental, desde California a Perú.|Capturada|Se utiliza la carne.||sin datos|Máximo aprovechamiento permisible|sin datos||||sin datos|sin dartos|sin datos|||MycteropercaXenarcha.png
Cabrilla chiruda|Sawtail Grouper|Mycteroperca prionura|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Garropas||0|1|0|0|0|3|||||Casi amenazada||||||||||||||||sin datos|sin dartos|sin datos|||
Cabrilla extranjera|Goldspotted Sand Bass|Paralabrax auroguttatus|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Cabrillas|Nacional|1|0|0|0|0|1|Tríptico|50-70|No selectiva|Red agallera para escama pelágica, red agallera para escama de fondo, red agallera para esteros y línea de costa.||||||Especie marina de hábitos costeros. Vive en arrecifes rocosos. Se alimenta de peces y crustáceos.|Se distribuye en el Pacífico Oriental, desde Baja California a Nayarit.|Capturada|Se utiliza la carne.||Máximo aprovechamiento permisible|sin datos|sin datos||||sobre pesca|colapso|sobre pesca|||ParalabraxAuroguttatus.png
Cabrilla sargacera||Paralabrax clarhratus|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Cabrillas||1|0|0|0|0|3|||||||||||||||||||||sobre pesca|colapso|sobre pesca|||
Cabrilla cachete amarillo|Parrot Sand Bass|Paralabrax loro|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Cabrillas|Nacional|1|0|0|0|0|1|Tríptico|50-70|No selectiva|Red agallera para escama pelágica, red agallera para escama de fondo, red agallera para esteros y línea de costa.||||||Especie marina de hábitos costeros. Vive en arrecifes rocosos. Se alimenta de peces y crustáceos.|Se distribuye en el Pacífico Oriental, desde el Golfo de California a Perú.|Capturada|Se utiliza la carne.||Máximo aprovechamiento permisible|sin datos|sin datos||||sobre pesca|colapso|sobre pesca|||ParalabraxLoro.png
Cabrilla de roca|Spotted Sand Bass|Paralabrax maculatofasciatus|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Cabrillas|Nacional|1|0|0|0|0|1|Tríptico|15-60|No selectiva|Red agallera para escama pelágica, red agallera para escama de fondo, red agallera para esteros y línea de costa.||||||Especie marina de hábitos costeros. Vive en arrecifes rocosos, fondos arenosos, paraderas de pastos marinos. Se alimenta de peces y crustáceos.|Se distribuye en el Pacífico Oriental, desde California a Oaxaca.|Capturada|Se utiliza la carne.||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|sin datos||||sobre pesca|colapso|sobre pesca|||ParalabraxMaculatofasciatus.png
Verdillo|Barred Sand Bass|Paralabrax nebulifer|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Cabrillas|Nacional|1|0|0|0|0|1|Tríptico|20-60|Selectiva|Trampa Selectiva.||||||Especie marina de hábitos costeros. Vive en arrecifes rocosos y bosques de macroalgas. Se alimenta de peces y crustáceos.|Se distribuye en el Pacífico Oriental, desde California a Baja California Sur.|Capturada|Se utiliza la carne.||Máximo aprovechamiento permisible|sin datos|sin datos||||sobre pesca|colapso|sobre pesca|||ParalabraxNebulifer.png
Lenteja||Epinephelus drummondhayi|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Meros||1|0|0|0|0|3|||||En peligro crítico|||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.|||||||||||||||||
Extraviado|Yellowedge Grouper|Epinephelus flavolimbatus|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Meros|Nacional|1|0|0|0|0|1|Tríptico|50-115|Selectiva|Línea de mano para peces pelágicos y demersales, palangre para mero.|Vulnerable|||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.|Especie marina que vive asociada a arrecifes rocosos y bancos de arena. Se alimenta de una gran variedad de invertebrados y peces.|Se distribuye en el Atlántico occidental, desde Carolina del Norte en Estados Unidos hasta Brasil.|Capturada|Se utiliza la carne.|||||Desconocida|Deterioro|Deterioro||||||
Mero guasa|Goliath Grouper|Epinephelus itajara|Actinopterygii|Perciformes|Serranidae|1|1|1|0|Meros||1|1|0|0|0|3|||||En peligro crítico|||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.|||||||||||||||||
Mero/Cherna americana|Red Grouper|Epinephelus morio|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Meros|Nacional|1|0|0|0|0|1|Tríptico|35-125|Selectiva|Línea de mano para peces pelágicos y demersales, palangre para mero.|Casi amenazada|||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.|Especie marina que vive en zonas arrecifales, en profundidades que van de los 70 a 330 metros. Se alimenta de peces e invertebrados.|Se distribuye en el Atlántico occidental, desde Carolina del Norte hasta Brasil.|Capturada|Se utiliza la carne.|||||Deterioro|Deterioro|Deterioro||||||EpinephelusMorio.png
Mero del Caribe|Nassau Grouper|Epinephelus striatus|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Meros|Nacional|1|0|0|0|0|1|Tríptico|48-122|Selectiva|Línea de mano para peces pelágicos y demersales, palangre para mero.|En peligro|||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.|Especie marina de aguas poco profundas. Vive en cuevas submarinas y en arrecifes. Los juveniles viven en las praderas de pastos marinos. Se alimenta crustáceos, pequeños invertebrados y peces.|Se distribuye en el Atlántico occidental, desde Florida al sur de Brasil.|Capturada|Se utiliza la carne.|||||Desconocida|Deterioro|Deterioro||||||EpinephelusStriatus.png
Mero negro|Warsaw Grouper|Hyporthodus nigritus|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Meros|Nacional|1|0|0|0|0|1|Tríptico|50-230|Selectiva|Línea de mano para peces pelágicos y demersales, palangre para mero.|En peligro crítico|||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.|Especie marina, que vive en fondos rocosos. Los juveniles viven cerca de muelles y en arrecifes de poca profundidad. Se alimenta de crustáceos y peces.|Se distribuye en el Atlántico occidental, desde Massachusetts hasta Brasil.|Capturada|Se utiliza la carne.|||||Deterioro|Deterioro|Deterioro|sin datos|sobre pesca|sobre pesca|||HyporthodusNigritus.png
Negrillo||Mycteroperca bonaci|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Meros||1|0|0|0|0|3|||||Casi amenazada|||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.|||||||||||||||||
Guacamayo||Mycteroperca microlepis|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Meros||1|0|0|0|0|3||||||||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.|||||||||||||||||
Guacamayo||Mycteroperca venenosa|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Meros||0|1|0|0|0|3|||||Casi amenazada|||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.|||||||||||||||||
Guaseta del Pacífico||Alphestes immaculatus|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Otros||0|1|0|0|0|3||||||||||||||||||||||||||
Enjambre||Cephalopholis panamensis|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Otros||0|1|0|0|0|3||||||||||||||||||||||||||
Serrano arenero||Diplectrum formosum|Actinopterygii|Perciformes|Serranidae|1|0|0|0|Otros||0|1|0|0|0|3||||||||||||||||||||||||||
Serrano cabicucho||Diplectrum pacificum|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Otros||0|1|0|0|0|3||||||||||||||||||||||||||
Aguavina||Diplectrum radiale|Actinopterygii|Perciformes|Serranidae|1|0|0|0|Otros||0|1|0|0|0|3||||||||||||||||||||||||||
Baqueta||Epinephelus acanthistius|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Otros||1|0|0|0|0|3|||||||||||||||||||||sobre pesca|sobre pesca|sobre pesca|||
Payaso||Epinephelus guttatus|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Otros||1|0|0|0|0|3||||||||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.|||||||||||||||||
Baqueta ploma||Epinephelus niphobles|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Otros||1|0|0|0|0|3||||||||||||||||||||||||||
Cherna pinta||Hyporthodus niveatus|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Otros||1|0|0|0|0|3|||||Vulnerable|||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.|||||||||||||||||
Chema boca amarilla||Mycteroperca interstitialis|Actinopterygii|Perciformes|Serranidae|1|1|0|0|Otros||1|1|0|0|0|3|||||Vulnerable|||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.|||||||||||||||||
Sandía||Paranthias colonus|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Otros||0|1|0|0|0|3|||||||||||||||||||||sobre pesca|colapso|sobre pesca|||
Serrano bandera||Serranus huascarii|Actinopterygii|Perciformes|Serranidae|0|0|1|0|Otros||0|1|0|0|0|3||||||||||||||||||||||||||
Cherna enjambre||Cephalopholis cruentata|Actinopterygii|Perciformes|Serranidae|1|1|0|0|||0|1|0|0|0|3||||||||Temporal fija|(Golfo de México y Caribe) del 15 febrero al 15 de marzo.|||||||||||||||||
Lenguado||Solea spp|Actinopterygii|Pleuronectiformes|Soleidae|0|0|0|1|Peces importados||0|0|0|0||3|||||||||||||Congelado.|||||||||||||
Sargo||Archosargus probatocephalus|Actinopterygii|Perciformes|Sparidae|1|0|0|0|Otros||0|1|0|0|0|3||||||||||||||||||||||||||
Sargo amarillo||Archosargus rhomboidalis|Actinopterygii|Perciformes|Sparidae|1|1|0|0|Otros||0|1|0|0|0|3||||||||||||||||||||||||||
Pluma||Calamus bajonado|Actinopterygii|Perciformes|Sparidae|1|0|0|0|Otros||0|1|0|0|0|3||||||||||||||||||||||||||
Mojarrón||Calamus brachysomus|Actinopterygii|Perciformes|Sparidae|0|0|1|0|Otros||0|1|0|0|0|3||||||||||||||||||||||||||
Xlavita||Lagodon rhomboides|Actinopterygii|Perciformes|Sparidae|1|0|0|0|Otros||1|0|0|0|0|3||||||||||||||||||||||||||
Mojarrón||Calamus arctifrons|Actinopterygii|Perciformes|Sparidae|1|1|0|0|||0|1|0|0|0|3||||||||||||||||||||||||||
Cachipluma||Calamus calamus|Actinopterygii|Perciformes|Sparidae|1|1|0|0|||0|1|0|0|0|3||||||||||||||||||||||||||
Pluma||Calamus nodosus|Actinopterygii|Perciformes|Sparidae|1|1|0|0|||0|1|0|0|0|3||||||||||||||||||||||||||
Mojarra pluma||Calamus pennatula|Actinopterygii|Perciformes|Sparidae|1|1|0|0|||0|1|0|0|0|3||||||||||||||||||||||||||
Pluma jorobada||Calamus proridens|Actinopterygii|Perciformes|Sparidae|1|1|0|0|||0|1|0|0|0|3||||||||||||||||||||||||||
Sargo rojo||Pagrus pagrus|Actinopterygii|Perciformes|Sparidae|1|1|0|0|||0|1|0|0|0|3|||||En peligro|||||||||||||||||||||
Barracuda||Sphyraena ensis|Actinopterygii|Perciformes|Sphyraenidae|0|0|1|0|Otros||0|1|0|0|0|3||||||||||||||||||||||||||
Tolete||Sphyraena guachancho|Actinopterygii|Perciformes|Sphyraenidae|1|1|0|0|Otros||0|1|0|0|0|3||||||||||||||||||||||||||
Picuda||Sphyraena barracuda|Actinopterygii|Perciformes|Sphyraenidae|1|1|0|0|||0|1|0|0|0|3||||||||||||||||||||||||||
Tiburón martillo/ Cornuda cabeza de pala|Bonnethead Cornuda|Sphyrna tiburo|Chondrichthyes|Carcharhiniformes|Sphyrnidae|1|1|0|0|Cazones|Nacional|1|0|0|0|0|1|Tríptico|80-150|No selectiva|Red de enmalle para tiburones y rayas en embarcaciones menores, palangre para tiburón oceánico y pez espada.||||Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto.|Especie marina que vive en zonas costeras con fondos arenosos, fangosos y en zonas arrecifales. Se alimenta de crustáceos, moluscos y peces.|Se distribuye en el Atlántico occidental, desde Carolina del Norte en Estados Unidos hasta Brasil.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.|||||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible||||||SphyrnaTiburo.png
Tiburón martillo|Scalloped Bonnethead|Sphyrna corona|Chondrichthyes|Carcharhiniformes|Sphyrnidae|0|0|1|0|Tiburones|Nacional|1|0|0|0|0|1|Tríptico|50-90|No selectiva|Red de enmalle para tiburones y rayas en embarcaciones menores.|Casi amenazada|||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.|Especie marina. Vive en la plataforma continental posiblemente cerca de la costa. Se alimenta de peces.|Se distribuye en el Pacífico Oriental, desde el Golfo de California a Perú.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.|||||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible||||||SphyrnaCorona.png
Cornuda común|Scalloped hammerhead|Sphyrna lewini|Chondrichthyes|Carcharhiniformes|Sphyrnidae|1|1|1|0|Tiburones|Nacional|1|0|0|0|0|3||150-400|No selectiva|Palangre pelágico, red de fondo, redes de arrastre.|En peligro|Apéndice II||Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto.  (Pacífico) del 1 de mayo al 31 de julio.|Especie marina. Vive en la plataforma continental posiblemente cerca de la costa. Se alimenta de peces.|Se distribuye casi en todos los mares.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible||||||
Cornuda gigante|Great hammerhead|Sphyrna mokarran|Chondrichthyes|Carcharhiniformes|Sphyrnidae|0|0|1|0|Tiburones|Nacional|1|0|0|0|0|3||200-300|No selectiva|Palangre pelágico, red de fondo, redes de arrastre.|En peligro|Apéndice II||Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto.  (Pacífico) del 1 de mayo al 31 de julio.|Especie marina. Vive en la plataforma continental posiblemente cerca de la costa. Se alimenta de peces.|Se distribuye casi en todos los mares.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|||||||||
Cornuda prieta|Smooth Hammerhead|Sphyrna zygaena|Chondrichthyes|Carcharhiniformes|Sphyrnidae|0|0|1|0|Tiburones|Nacional|1|0|0|0|0|1|Tríptico|200-400|No selectiva|Red de enmalle para tiburones y rayas en embarcaciones menores.|Vulnerable|||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.|Especie marina de hábitos costeros. Se alimenta de peces, tiburones, rayas, crustáceos y cefalópodos.|Se distribuye casi en todos los mares.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|||||||||SphyrnaZygaena.png
Cazón espinoso||Squalus cubensis|Chondrichthyes|Squaliformes|Squalidae|1|1|0|0|Cazones||1|0|0|0|0|3||||||||Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto.|||||||||||||||||
Angelote del Pacífico|Pacific angel shark|Squatina californica|Chondrichthyes|Squatiniformes|Squatinidae|0|0|1|0|Tiburones||1|0|0|0|0|3|||||Casi amenazada|||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.|||||||||||||||||
Tiburón ángel||Squatina dumeril|Chondrichthyes|Squatiniformes|Squatinidae|1|1|0|0|Tiburones||1|0|0|0|0|3||||||||Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto.|||||||||||||||||
Palometa pámpano||Peprilus paru|Actinopterygii|Perciformes|Stromateidae|1|1|0|0|||0|1|0|0|0|3||||||||||||||||||||||||||
Chile||Synodus foetens|Actinopterygii|Aulopiformes|Synodontidae|1|0|0|0|Otros||0|1|0|0|0|3||||||||||||||||||||||||||
Chile lagarto|calico lizardfish|Synodus lacertinus|Actinopterygii|Aulopiformes|Synodontidae|0|0|1|0|Chile||0|1|0|0|0|3|||||||||||||||||||||sin datos|sin datos|sin datos|||
Conejo blanco||Lagocephalus laevigatus|Actinopterygii|Tetraodontiformes|Tetraodontidae|1|1|0|0|Otros||0|1|0|0|0|3||||||||||||||||||||||||||
Botete diana||Sphoeroides annulatus|Actinopterygii|Tetraodontiformes|Tetraodontidae|0|0|1|0|Otros||0|1|0|0|0|3|||||||||||||||||||||sin datos|sin datos|sin datos|||
Tamborín narizón||Canthigaster rostrata|Actinopterygii|Tetraodontiformes|Tetraodontidae|1|1|0|0|||0|1|0|0|0|3||||||||||||||||||||||||||
Botete jaspeado||Sphoeroides dorsalis|Actinopterygii|Tetraodontiformes|Tetraodontidae|1|1|0|0|||0|1|0|0|0|3||||||||||||||||||||||||||
Botete sureño||Sphoeroides nephelus|Actinopterygii|Tetraodontiformes|Tetraodontidae|1|1|0|0|||0|1|0|0|0|3||||||||||||||||||||||||||
Botete collarete||Sphoeroides spengleri|Actinopterygii|Tetraodontiformes|Tetraodontidae|1|1|0|0|||0|1|0|0|0|3||||||||||||||||||||||||||
Botete panza rayada|Stripebelly Puffer|Arothron hispidus|Actinopterygii|Tetraodontiformes|Tetraodontidae|0|0|1|0|Botetes||0|1|0|0|0|3|||||||||||||||||||||sin datos|sin datos|sin datos|||
Botete aletas punteadas|Guineafowl Puffer|Arothron meleagris|Actinopterygii|Tetraodontiformes|Tetraodontidae|0|0|1|0|Botetes||0|1|0|0|0|3|||||||||||||||||||||sin datos|sin datos|sin datos|||
Cazón californiano|Gray Smoothhound|Mustelus californicus|Chondrichthyes|Carcharhiniformes|Triakidae|0|0|1|0|Cazones|Nacional|1|0|0|0|0|1|Tríptico|35-116|No selectiva|Chinchorro playero, red de enmalle para tiburones y rayas en embarcaciones menores.||||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.|Especie marina de hábitos oceánicos y costeros. Vive en mares de aguas templado –cálidas y tropicales. Se alimenta principalmente de cangrejos, camarones, gusanos equiúridos y algunos peces.|Se distribuye en el Pacífico Oriental, desde el norte de California hasta el Golfo de California.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible||||sobre pesca|sobre pesca|sobre pesca|||MustelusCalifornicus.png
Cazón mamón||Mustelus canis|Chondrichthyes|Carcharhiniformes|Triakidae|1|1|0|0|Cazones||1|0|0|0|0|3|||||Casi amenazada|||Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto.|||||||||||||||||
Cazón aleta deshilachada|Brown Smooth-Hound|Mustelus henlei|Chondrichthyes|Carcharhiniformes|Triakidae|0|0|1|0|Cazones|Nacional|1|0|0|0|0|1|Tríptico|54-100|No selectiva|Chinchorro playero, red de enmalle para tiburones y rayas en embarcaciones menores.||||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.|Especie marina de hábitos oceánicos y costeros. Vive desde la zona intermareal hasta los 200 metros de profundidad. Se alimenta de crustáceos, moluscos y peces.|Se distribuye en el Pacífico Oriental, desde California hasta Perú.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible||||sobre pesca|sobre pesca|sobre pesca|||MustelusHenlei.png
Cazón mamón|Sicklefin Smooth-Hound|Mustelus lunulatus|Chondrichthyes|Carcharhiniformes|Triakidae|0|0|1|0|Cazones|Nacional|1|0|0|0|0|1|Tríptico|43-170|No selectiva|Chinchorro playero, red de enmalle para tiburones y rayas en embarcaciones menores.||||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.|Especie marina de hábitos costeros. Vive en la zona intermareal hasta los 100 metros de profundidad. Se alimenta de crustáceos, moluscos y peces.|Se distribuye en el Pacífico Oriental, desde California a Panamá.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.||Máximo aprovechamiento permisible|Máximo aprovechamiento permisible|Máximo aprovechamiento permisible||||sobre pesca|sobre pesca|sobre pesca|||MustelusLunulatus.png
Cintilla|Atlantic Cutlassfish|Trichiurus lepturus|Actinopterygii|Perciformes|Trichiuridae|1|0|0|0|Cintillas|Nacional|0|1|0|0|0|1|Tríptico|30-234|Selectiva|Línea de mano para peces pelágicos y demersales.||||||Especie marina de aguas costeras que vive en fondos fangosos y poco profundos. Se alimenta de pequeños crustáceos, peces pequeños y calamares.|Se distribuye en todo el Atlántico y Pacífico.|Capturada|Se utiliza la carne.|||||Desconocida|Desconocida|Desconocida||||||TrichiurusLepturus.png
Rubio volador||Prionotus evolans|Actinopterygii|Scorpaeniformes|Triglidae|1|0|0|0|Rubio||0|1|0|0|0|3||||||||||||||||||||||||||
Vaca rasposa|Rough Searobin|Prionotus ruscarius|Actinopterygii|Scorpaeniformes|Triglidae|0|0|1|0|Gallineta||0|1|0|0|0|3|||||||||||||||||||||sin datos|sin datos|sin datos|||
Rubio volador||Prionotus punctatus|Actinopterygii|Scorpaeniformes|Triglidae|1|1|0|0|Rubio||0|1|0|0|0|3||||||||||||||||||||||||||
Raya moteada de espina||Urobatis halleri|Chondrichthyes|Rajiformes|Urolophidae|0|0|1|0|Chondrichthyes||0|1|0|0|0|3||||||||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.|||||||||||||||||
Raya espina de lija||Urobatis maculatus|Chondrichthyes|Rajiformes|Urolophidae|0|0|1|0|Chondrichthyes||0|1|0|0|0|3||||||||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.|||||||||||||||||
Raya espina de estero||Urolophus jamaicensis|Chondrichthyes|Rajiformes|Urotrygonidae|1|0|0|0|Chondrichthyes||0|1|0|0|0|3||||||||||||||||||||||||||
Raya lisa de espina||Urotrygon maculatus|Chondrichthyes|Rajiformes|Urotrygonidae|0|0|1|0|Chondrichthyes||0|1|0|0|0|3||||||||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.|||||||||||||||||
Raya gris de espina||Urotrygon rogersi|Chondrichthyes|Rajiformes|Urotrygonidae|0|0|1|0|Chondrichthyes||0|1|0|0|0|3||||||||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.|||||||||||||||||
Pez espada|Swordfish|Xiphias gladius|Actinopterygii|Perciformes|Xiphiidae|0|0|1|1|Peces espada|Nacional e Importado|0|0|1|0|0|3||150-300|Selectiva|Pesca con caña.||||Permanente  (solo pesca deportiva)|Todo el año|Especie marina de hábitos oceánicos y a veces costeros. Se alimenta de peces, crustáceos y calamares.|Se distribuye casi en todos los mares.|Capturada|Se utiliza la carne y se importa congelado|Estados Unidos, Canada.|Con potencial de desarrollo|Con potencial de desarrollo|Con potencial de desarrollo|||||||||
Pez sierra común|Largetooth Sawfish|Pristis pristis|Chondrichthyes|Pristiformes|Pristidae|1|1|1|1|Tiburones|Nacional|0|1|0|0|0|3||200-300|No selectiva|Chinchorro playero, red de enmalle para tiburones y rayas en embarcaciones menores.|En Peligro crítico|Apéndice I|Amenazada|Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto.  (Pacífico) del 1 de mayo al 31 de julio.|Especie marina de hábitos costeros. Vive en la zona intermareal hasta los 100 metros de profundidad. Se alimenta de crustáceos, moluscos y peces.|Se distribuye en todos los mares.|Capturada|Se utiliza la carne.||Desconocida|Desconocida|Desconocida|Desconocida|Desconocida|Desconocida|sin datos|sin datos|sin datos|||
